line,id,vendor,US_GWD_number,DS_GWD_number,tool,ILIRStartDate,status,type,vendor_comment,feature_number,feature_ODO,chainage_m,depth_fraction,length_mm,width_mm,OD_inch,WT_mm,grade_MPa,install_date,toughness_J,MAOP_kPa,begin_PS,end_PS,begin_VTS,end_VTS,begin_maop,end_maop,start_ILI_segment_m,end_ILI_segment_m
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99699,Rosen,80610,80620,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly | intermittent,0120-0000329,120499.651,120003.028,0.39,98,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99698,Rosen,80660,80670,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0120-0000346,120559.862,120062.705,0.45,46,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99697,Rosen,80790,80800,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0120-0000497,120710.984,120212.541,0.42,121,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99696,Rosen,80860,80870,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0120-0000585,120791.841,120292.742,0.4,50,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99695,Rosen,80870,80880,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0120-0000617,120806.613,120307.391,0.64,132,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99694,Rosen,80870,80880,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0120-0000635,120811.398,120312.136,0.19,22,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99693,Rosen,81030,81040,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0120-0000905,120998.893,120498.005,0.51,32,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99692,Rosen,81030,81040,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000009,121009.451,120508.478,0.4,20,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99691,Rosen,81060,81070,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000063,121034.581,120533.406,0.28,128,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99690,Rosen,81080,81090,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000093,121059.147,120557.779,0.37,86,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99689,Rosen,81120,81130,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000184,121111.825,120610.006,0.47,24,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99688,Rosen,81140,81150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000214,121133.827,120631.802,0.51,22,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99687,Rosen,81140,81150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000215,121133.995,120631.968,0.41,108,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99686,Rosen,81230,81240,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000354,121248.193,120745.146,0.4,40,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99685,Rosen,81270,81280,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000405,121297.124,120793.666,0.45,32,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99684,Rosen,81290,81300,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000424,121322.545,120818.878,0.57,20,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99683,Rosen,81340,81350,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000466,121378.617,120874.501,0.41,32,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99682,Rosen,81350,81360,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000479,121393.631,120889.39,0.61,22,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99681,Rosen,81430,81440,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000636,121490.22,120985.149,0.4,196,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99680,Rosen,81500,81510,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000684,121567.476,121061.719,0.39,148,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99679,Rosen,81540,81550,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000770,121623.69,121117.454,0.45,473,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99678,Rosen,81550,81560,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000774,121626.954,121120.691,0.49,271,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99677,Rosen,81610,81620,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000846,121702.48,121195.601,0.41,22,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99676,Rosen,81630,81640,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000865,121719.076,121212.062,0.49,102,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99675,Rosen,81650,81660,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000909,121751.714,121244.451,0.4,194,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99674,Rosen,81680,81690,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0000923,121780.698,121273.214,0.39,52,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99673,Rosen,81830,81840,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0001118,121945.793,121434.024,0.39,80,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99672,Rosen,81860,81870,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0121-0001156,121974.912,121462.939,0.41,38,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99671,Rosen,81920,81930,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000062,122050.393,121537.87,0.4,36,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99670,Rosen,82070,82080,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000163,122233.572,121719.607,0.64,44,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99669,Rosen,82110,82120,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000246,122274.827,121760.545,0.48,112,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99668,Rosen,82130,82140,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000284,122305.927,121791.413,0.51,274,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99667,Rosen,82140,82150,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000313,122319.725,121805.112,0.41,22,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99666,Rosen,82180,82190,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000407,122360.527,121845.607,0.52,54,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99665,Rosen,82180,82190,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000410,122361.668,121846.74,0.47,26,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99664,Rosen,82180,82190,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000418,122370.413,121855.419,0.56,28,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99663,Rosen,82190,82200,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000426,122374.638,121859.613,0.45,30,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99662,Rosen,82190,82200,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000428,122376.189,121861.152,0.42,271,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99661,Rosen,82240,82250,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000510,122440.591,121925.057,0.41,143,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99660,Rosen,82260,82270,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000569,122465.267,121949.538,0.61,30,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99659,Rosen,82300,82310,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000629,122514.722,121998.595,0.44,28,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99658,Rosen,82300,82310,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000631,122514.91,121998.782,0.41,26,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99657,Rosen,82320,82330,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0000673,122534.142,122017.861,0.42,36,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99655,Rosen,82570,82580,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0001003,122838.124,122319.487,0.57,130,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99656,Rosen,82570,82580,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0001002,122838.124,122319.487,0.45,136,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99654,Rosen,82630,82640,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0001123,122911.32,122392.113,0.42,146,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99653,Rosen,82700,82710,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0001178,122984.776,122465.019,0.44,24,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99652,Rosen,82710,82720,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0122-0001179,122995.836,122475.997,0.42,64,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99651,Rosen,82820,82830,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000071,123132.898,122611.985,0.42,34,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99650,Rosen,82850,82860,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000105,123158.891,122637.759,0.41,224,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99649,Rosen,82860,82870,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000135,123177.886,122656.6,0.41,42,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99648,Rosen,82860,82870,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000143,123181.97,122660.651,0.39,230,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99647,Rosen,82930,82940,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000239,123253.722,122731.86,0.55,52,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99646,Rosen,82930,82940,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000246,123257.14,122735.252,0.59,84,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99645,Rosen,82940,82950,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000253,123265.659,122743.707,0.41,70,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99644,Rosen,82950,82960,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000291,123280.152,122758.091,0.41,56,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99643,Rosen,82950,82960,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000304,123289.01,122766.887,0.49,36,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99642,Rosen,82960,82970,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000305,123291.313,122769.173,0.41,78,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99641,Rosen,83030,83040,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000389,123383.848,122860.993,0.29,165,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99640,Rosen,83070,83080,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000414,123422.696,122899.536,0.46,22,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99639,Rosen,83090,83100,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000429,123450.624,122927.236,0.39,240,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99638,Rosen,83150,83160,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000527,123530.252,123006.245,0.44,44,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99637,Rosen,83160,83170,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000551,123540.723,123016.633,0.48,48,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99636,Rosen,83260,83270,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000723,123654.108,123129.039,0.43,386,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99635,Rosen,83290,83300,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000754,123694.236,123168.825,0.44,251,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99634,Rosen,83320,83330,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000873,123726.997,123201.31,0.44,172,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99633,Rosen,83320,83330,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000874,123727.827,123202.132,0.42,52,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99632,Rosen,83340,83350,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000906,123753.846,123227.919,0.5,38,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99631,Rosen,83370,83380,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000962,123791.814,123265.541,0.49,102,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99630,Rosen,83370,83380,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0000963,123792.138,123265.863,0.59,64,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99629,Rosen,83390,83400,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,ANOM-9999958,123813.583,123287.12,0.35,58,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99628,Rosen,83470,83480,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0123-0001199,123915.303,123387.965,0.49,40,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99627,Rosen,83590,83600,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0124-0000064,124053.337,123524.826,0.43,28,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99626,Rosen,83610,83620,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0124-0000089,124074.523,123545.825,0.59,108,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99625,Rosen,83610,83620,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0124-0000103,124084.005,123555.219,0.47,122,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99624,Rosen,83610,83620,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0124-0000107,124085.503,123556.704,0.51,74,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99623,Rosen,83620,83630,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0124-0000109,124086.916,123558.103,0.48,407,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
NPS12 Hartell to Pincher Creek From 2-29-19-2-W5 To 16-14-4-29-W4,99622,Rosen,83680,83690,USCD,10/16/2017,Active,Long Seam Weld Anomaly,Long seam anomaly,0124-0000160,124158.927,123629.454,0.4,28,NULL,12.75,4.78,317,1/1/1966,8,6760,118404.491,157883.725,0,157883.725,49538.712,157883.725,0,157883.725
